record_id,city,country,continent,population,dev_status,grid_type,year,transport_mode,modal_share_pct,avg_trip_km,daily_trips_per_person,emission_factor_co2_kg_per_pkm,emission_factor_nox_kg_per_pkm,emission_factor_pm10_kg_per_pkm,energy_intensity_MJ_per_pkm,co2_emissions_tonnes,nox_emissions_tonnes,pm10_emissions_tonnes,energy_consumption_TJ
878,Berlin,Germany,Europe,3600000,Developed,Mixed-renew,2024,Rail,26.128,13.88,3,0.013623,4.21e-06,9.68e-07,0.10432,194750.07,60.1848,13.83822,1.4913
879,Berlin,Germany,Europe,3600000,Developed,Mixed-renew,2024,Bicycle,16.341,4.71,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,Berlin,Germany,Europe,3600000,Developed,Mixed-renew,2024,Walk,2.743,2.02,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2015,Car,21.434,11.33,4,0.196606,0.00049824,5.8347e-05,2.54893,607848.61,1540.4133,180.39197,7.8806
882,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2015,Motorcycle,1.053,7.04,4,0.118222,0.00081451,8.3258e-05,1.56327,11160.55,76.8925,7.85984,0.1476
883,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2015,ElectricCar,5.08,11.99,4,0.015087,5.56e-06,1.377e-06,0.16099,11698.48,4.3112,1.06773,0.1248
884,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2015,ElectricBike,6.281,6.13,4,0.002303,8.4e-07,2.09e-07,0.02288,1128.94,0.4118,0.10245,0.0112
885,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2015,Bus,7.676,8.76,4,0.087642,0.00115128,0.000112292,1.14357,75031.7,985.629,96.13496,0.979
886,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2015,Rail,11.643,12.12,4,0.01117,4.11e-06,8.31e-07,0.08085,20067.67,7.3839,1.49295,0.1453
887,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2015,Bicycle,39.029,4.37,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2015,Walk,7.803,1.46,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2016,Car,20.675,10.47,4,0.188717,0.00045314,5.5898e-05,2.4694,520078.8,1248.7932,154.04741,6.8053
890,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2016,Motorcycle,1.004,7.19,4,0.110936,0.00074366,8.2389e-05,1.61621,10191.19,68.3167,7.5687,0.1485
891,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2016,ElectricCar,5.448,11.21,4,0.014836,5.65e-06,1.403e-06,0.15662,11535.34,4.393,1.09087,0.1218
892,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2016,ElectricBike,6.997,6.17,4,0.002131,7.8e-07,2.21e-07,0.0227,1171.22,0.4287,0.12146,0.0125
893,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2016,Bus,8.309,8.94,4,0.081702,0.00118944,0.000130239,1.12779,77266.61,1124.8684,123.16866,1.0666
894,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2016,Rail,12.219,12.5,4,0.01079,3.9e-06,8.79e-07,0.08578,20982.31,7.584,1.70931,0.1668
895,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2016,Bicycle,37.014,4.19,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2016,Walk,8.335,1.43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2017,Car,22.995,11.53,4,0.175166,0.0004334,5.321e-05,2.45114,591274.64,1462.9462,179.6109,8.2738
898,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2017,Motorcycle,1.015,7.51,4,0.108647,0.00081979,8.554e-05,1.5616,10544.58,79.5635,8.30196,0.1516
899,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2017,ElectricCar,5.266,12.26,4,0.014734,5.29e-06,1.24e-06,0.15065,12110.74,4.3482,1.01923,0.1238
900,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2017,ElectricBike,7.436,6.01,4,0.002152,8e-07,2.26e-07,0.0227,1224.36,0.4552,0.12858,0.0129
901,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2017,Bus,7.67,9.05,4,0.089271,0.00117923,0.000118652,1.0885,78888.24,1042.0783,104.85205,0.9619
902,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2017,Rail,11.291,13.0,4,0.010848,3.89e-06,8.55e-07,0.0789,20271.92,7.2693,1.59776,0.1474
903,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2017,Bicycle,36.369,4.43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2017,Walk,7.958,1.56,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2018,Car,20.616,11.22,3,0.195535,0.00046607,5.3412e-05,2.38903,431860.15,1029.3659,117.96617,5.2764
906,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2018,Motorcycle,1.079,7.04,3,0.109054,0.00077163,9.0328e-05,1.64311,7907.02,55.9475,6.54928,0.1191
907,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2018,ElectricCar,6.808,11.88,3,0.014357,5.13e-06,1.398e-06,0.15238,11087.66,3.9618,1.07965,0.1177
908,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2018,ElectricBike,8.074,6.81,3,0.002115,7.4e-07,2.03e-07,0.02096,1110.33,0.3885,0.10657,0.011
909,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2018,Bus,7.082,8.73,3,0.084504,0.00122297,0.000112342,1.03967,49889.07,722.0112,66.32394,0.6138
910,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2018,Rail,11.396,13.68,3,0.01049,4.09e-06,7.15e-07,0.08522,15615.72,6.0885,1.06437,0.1269
911,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2018,Bicycle,36.988,4.49,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2018,Walk,7.957,1.45,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2019,Car,20.245,11.48,4,0.171404,0.00039841,5.3862e-05,2.38648,507167.81,1178.8565,159.37243,7.0614
914,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2019,Motorcycle,0.952,6.79,4,0.107344,0.00083049,7.8112e-05,1.52104,8831.99,68.3306,6.42685,0.1251
915,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2019,ElectricCar,7.306,13.52,4,0.013688,5.1e-06,1.402e-06,0.15146,17214.38,6.4139,1.76319,0.1905
916,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2019,ElectricBike,8.975,5.74,4,0.002206,8.1e-07,1.92e-07,0.02036,1446.8,0.5312,0.12592,0.0134
917,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2019,Bus,7.374,9.39,4,0.078678,0.00101766,0.000106092,0.95993,69358.5,897.1169,93.52527,0.8462
918,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2019,Rail,11.462,13.61,4,0.010508,3.85e-06,7.76e-07,0.08554,20869.28,7.6462,1.54116,0.1699
919,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2019,Bicycle,36.177,4.11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2019,Walk,7.509,1.54,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2020,Car,18.533,10.48,4,0.174871,0.00044378,5.7064e-05,2.23688,432414.22,1097.362,141.10565,5.5313
922,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2020,Motorcycle,0.955,7.15,4,0.104023,0.0007278,8.3465e-05,1.57512,9047.56,63.3015,7.2595,0.137
923,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2020,ElectricCar,7.69,12.69,4,0.013931,5.25e-06,1.293e-06,0.1452,17308.36,6.5228,1.60647,0.1804
924,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2020,ElectricBike,9.507,5.88,4,0.002082,7.8e-07,1.88e-07,0.01949,1481.8,0.5551,0.1338,0.0139
925,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2020,Bus,6.768,8.74,4,0.081235,0.00107977,0.000114411,0.94143,61174.62,813.1288,86.15805,0.709
926,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2020,Rail,11.131,12.93,4,0.010858,3.58e-06,7.86e-07,0.07596,19895.36,6.5597,1.44021,0.1392
927,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2020,Bicycle,38.028,4.17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2020,Walk,7.387,1.53,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2021,Car,20.815,11.22,4,0.181816,0.00042201,5.2987e-05,2.51709,540603.59,1254.7857,157.54918,7.4842
930,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2021,Motorcycle,0.894,7.56,4,0.100935,0.00072197,7.7038e-05,1.53568,8683.54,62.1118,6.62766,0.1321
931,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2021,ElectricCar,8.23,11.74,4,0.013835,4.69e-06,1.271e-06,0.14615,17018.6,5.7692,1.56347,0.1798
932,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2021,ElectricBike,10.965,6.35,4,0.00203,6.8e-07,2.03e-07,0.02052,1799.47,0.6028,0.17995,0.0182
933,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2021,Bus,8.212,8.92,4,0.088682,0.0011577,0.000103278,1.05024,82707.1,1079.7006,96.3197,0.9795
934,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2021,Rail,10.588,12.99,4,0.009917,3.54e-06,7.02e-07,0.07298,17364.78,6.1986,1.22921,0.1278
935,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2021,Bicycle,33.161,4.03,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2021,Walk,7.134,1.47,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2022,Car,19.206,10.31,3,0.182971,0.00040928,5.3188e-05,2.40822,345942.63,773.8243,100.56237,4.5532
938,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2022,Motorcycle,0.913,7.28,3,0.102311,0.00067096,7.3513e-05,1.51285,6494.46,42.591,4.66643,0.096
939,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2022,ElectricCar,7.722,12.78,3,0.014381,5.02e-06,1.236e-06,0.13869,13551.87,4.7306,1.16474,0.1307
940,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2022,ElectricBike,11.019,5.96,3,0.001944,8.3e-07,1.9e-07,0.01962,1219.04,0.5205,0.11915,0.0123
941,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2022,Bus,7.09,9.31,3,0.075242,0.00117092,0.000109874,0.98015,47421.38,737.974,69.24824,0.6177
942,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2022,Rail,10.616,12.99,3,0.010969,3.68e-06,5.95e-07,0.07686,14444.01,4.8458,0.7835,0.1012
943,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2022,Bicycle,36.351,4.17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2022,Walk,7.082,1.47,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2023,Car,18.777,11.8,2,0.166467,0.00039177,4.6416e-05,2.25176,234791.9,552.5685,65.46703,3.176
946,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2023,Motorcycle,0.899,7.55,2,0.100539,0.0007094,7.8698e-05,1.47333,4345.4,30.661,3.40141,0.0637
947,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2023,ElectricCar,8.701,12.52,2,0.013593,4.75e-06,1.092e-06,0.14476,9426.39,3.294,0.75727,0.1004
948,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2023,ElectricBike,10.64,5.92,2,0.002036,7.2e-07,1.75e-07,0.02168,816.33,0.2887,0.07017,0.0087
949,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2023,Bus,7.173,8.89,2,0.0801,0.00104948,0.000107338,0.97418,32514.6,426.0103,43.57119,0.3954
950,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2023,Rail,10.782,12.91,2,0.010782,3.62e-06,7.81e-07,0.08007,9553.21,3.2074,0.69199,0.0709
951,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2023,Bicycle,35.834,4.35,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2023,Walk,7.193,1.54,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2024,Car,20.398,11.57,4,0.170751,0.00035679,5.4261e-05,2.29257,513036.91,1072.008,163.03211,6.8882
954,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2024,Motorcycle,0.937,7.12,4,0.094192,0.00068627,7.1055e-05,1.49502,8002.86,58.3078,6.03707,0.127
955,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2024,ElectricCar,8.644,12.06,4,0.013418,4.35e-06,1.178e-06,0.13178,17808.78,5.7735,1.56348,0.1749
956,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2024,ElectricBike,12.552,6.51,4,0.001942,6.6e-07,1.71e-07,0.01989,2020.31,0.6866,0.1779,0.0207
957,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2024,Bus,6.996,9.69,4,0.075924,0.00104779,9.7416e-05,1.06619,65527.51,904.3131,84.07654,0.9202
958,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2024,Rail,10.883,13.17,4,0.009676,3.63e-06,7.39e-07,0.07887,17656.88,6.6241,1.34854,0.1439
959,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2024,Bicycle,32.474,4.58,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,Amsterdam,Netherlands,Europe,872000,Developed,High-renew,2024,Walk,7.115,1.49,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2015,Car,18.753,11.94,2,0.177525,0.00045784,5.643e-05,2.4361,230395.12,594.1929,73.23586,3.1616
962,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2015,Motorcycle,1.018,7.09,2,0.100773,0.0008106,7.4806e-05,1.6791,4214.94,33.9042,3.12884,0.0702
963,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2015,ElectricCar,8.261,12.09,2,0.009746,3.53e-06,9.83e-07,0.10665,5641.86,2.0435,0.56905,0.0617
964,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2015,ElectricBike,10.174,6.11,2,0.001328,5.7e-07,1.47e-07,0.01422,478.48,0.2054,0.05296,0.0051
965,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2015,Bus,7.267,9.14,2,0.08782,0.00111209,0.000123822,1.02069,33807.4,428.1128,47.66682,0.3929
966,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2015,Rail,14.107,12.68,2,0.007642,2.64e-06,5.02e-07,0.05423,7923.0,2.7371,0.52046,0.0562
967,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2015,Bicycle,34.549,4.46,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2015,Walk,5.872,1.44,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2016,Car,17.269,10.75,3,0.182616,0.0004344,6.273e-05,2.46028,294740.95,701.1186,101.24578,3.9709
970,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2016,Motorcycle,0.957,6.97,3,0.115716,0.00077667,9.1221e-05,1.48655,6712.08,45.0506,5.29126,0.0862
971,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2016,ElectricCar,8.224,11.76,3,0.009555,3.59e-06,8.91e-07,0.10027,8034.61,3.0188,0.74922,0.0843
972,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2016,ElectricBike,10.731,5.73,3,0.001349,5.5e-07,1.41e-07,0.01386,721.15,0.294,0.07538,0.0074
973,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2016,Bus,7.062,8.65,3,0.088594,0.0013203,0.000114498,1.14876,47054.03,701.2375,60.81216,0.6101
974,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2016,Rail,13.78,13.5,3,0.006752,2.81e-06,5.02e-07,0.05489,10920.6,4.5449,0.81193,0.0888
975,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2016,Bicycle,36.295,4.06,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2016,Walk,5.683,1.45,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2017,Car,17.692,10.78,4,0.186913,0.00045966,5.651e-05,2.36417,413237.25,1016.2409,124.93533,5.2268
978,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2017,Motorcycle,0.951,6.59,4,0.110043,0.000786,8.5683e-05,1.50788,7991.36,57.0796,6.22233,0.1095
979,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2017,ElectricCar,10.28,12.84,4,0.008918,3.57e-06,8.08e-07,0.10385,13646.38,5.4628,1.23641,0.1589
980,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2017,ElectricBike,11.947,6.71,4,0.001457,5.4e-07,1.28e-07,0.01367,1353.97,0.5018,0.11895,0.0127
981,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2017,Bus,6.99,9.25,4,0.087553,0.00118827,0.000108893,1.12935,65624.67,890.6585,81.6199,0.8465
982,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2017,Rail,13.433,13.82,4,0.006901,2.61e-06,5.02e-07,0.04857,14851.25,5.6168,1.08033,0.1045
983,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2017,Bicycle,33.197,4.18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2017,Walk,5.51,1.52,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2018,Car,16.499,10.76,3,0.172261,0.00043568,5.3715e-05,2.40416,265886.06,672.4751,82.90948,3.7108
986,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2018,Motorcycle,1.017,7.73,3,0.098605,0.00071906,8.1379e-05,1.60505,6739.96,49.15,5.56251,0.1097
987,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2018,ElectricCar,9.443,12.38,3,0.008728,3.38e-06,7.39e-07,0.10377,8870.78,3.4353,0.75109,0.1055
988,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2018,ElectricBike,13.34,6.3,3,0.001391,5.3e-07,1.51e-07,0.01494,1016.42,0.3873,0.11034,0.0109
989,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2018,Bus,6.43,8.6,3,0.084114,0.00114822,0.000118315,1.0541,40443.14,552.0795,56.88743,0.5068
990,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2018,Rail,14.507,12.1,3,0.006635,2.48e-06,5.37e-07,0.05592,10126.29,3.785,0.81957,0.0853
991,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2018,Bicycle,32.569,4.34,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2018,Walk,6.193,1.46,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2019,Car,16.839,10.11,3,0.189503,0.00040147,5.8785e-05,2.5009,280489.38,594.2284,87.00954,3.7017
994,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2019,Motorcycle,0.965,7.2,3,0.102496,0.00072074,7.3576e-05,1.49083,6194.29,43.5575,4.44653,0.0901
995,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2019,ElectricCar,10.1,11.71,3,0.008873,3.5e-06,8.11e-07,0.09509,9124.25,3.5991,0.83396,0.0978
996,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2019,ElectricBike,15.658,5.95,3,0.001381,4.9e-07,1.32e-07,0.0128,1118.65,0.3969,0.10692,0.0104
997,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2019,Bus,6.262,9.22,3,0.081689,0.00106439,0.000106447,1.0517,41003.18,534.2625,53.43027,0.5279
998,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2019,Rail,13.608,13.37,3,0.006781,2.53e-06,5.31e-07,0.04969,10726.14,4.0019,0.83993,0.0786
999,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2019,Bicycle,31.063,4.35,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2019,Walk,5.505,1.56,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2020,Car,14.868,11.73,2,0.183489,0.00042636,5.6815e-05,2.40671,185486.22,431.0008,57.43341,2.4329
1002,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2020,Motorcycle,0.803,6.78,2,0.110187,0.00072329,7.751e-05,1.58711,3475.61,22.8146,2.44488,0.0501
1003,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2020,ElectricCar,11.524,11.91,2,0.008422,3.11e-06,8.18e-07,0.09679,6699.71,2.474,0.65072,0.077
1004,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2020,ElectricBike,15.461,6.35,2,0.001369,4.6e-07,1.33e-07,0.01466,779.03,0.2618,0.07568,0.0083
1005,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2020,Bus,5.978,9.37,2,0.080474,0.00102271,0.000113029,1.09566,26127.04,332.0375,36.69649,0.3557
1006,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2020,Rail,12.891,12.81,2,0.006607,2.38e-06,4.68e-07,0.0506,6323.82,2.278,0.44794,0.0484
1007,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2020,Bicycle,33.295,4.17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2020,Walk,5.181,1.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2021,Car,16.063,11.15,3,0.172747,0.00040361,5.8788e-05,2.31037,268997.67,628.4922,91.54333,3.5977
1010,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2021,Motorcycle,0.887,6.87,3,0.10451,0.00075523,8.6599e-05,1.42991,5536.78,40.0109,4.58788,0.0758
1011,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2021,ElectricCar,13.3,11.87,3,0.008784,3.12e-06,8.64e-07,0.08836,12056.69,4.2824,1.1859,0.1213
1012,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2021,ElectricBike,16.301,5.95,3,0.001333,4.9e-07,1.2e-07,0.01412,1124.1,0.4132,0.10119,0.0119
1013,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2021,Bus,5.712,9.99,3,0.081751,0.00107284,0.000112756,1.01346,40559.58,532.2741,55.94226,0.5028
1014,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2021,Rail,11.16,13.52,3,0.006807,2.39e-06,4.85e-07,0.05021,8929.43,3.1352,0.63622,0.0659
1015,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2021,Bicycle,31.56,4.45,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2021,Walk,5.016,1.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2022,Car,15.337,10.49,4,0.1797,0.00040134,5.3073e-05,2.36419,335140.1,748.4982,98.98103,4.4092
1018,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2022,Motorcycle,0.874,6.78,4,0.096165,0.00071133,7.8272e-05,1.58158,6604.35,48.8522,5.37551,0.1086
1019,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2022,ElectricCar,13.086,12.27,4,0.008534,3.06e-06,7.55e-07,0.09485,15884.92,5.6958,1.40533,0.1766
1020,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2022,ElectricBike,19.164,5.67,4,0.001331,4.8e-07,1.3e-07,0.01243,1676.53,0.6046,0.16375,0.0157
1021,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2022,Bus,5.822,8.27,4,0.078562,0.00107701,9.2423e-05,0.97998,43848.23,601.1173,51.58454,0.547
1022,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2022,Rail,11.992,12.88,4,0.00716,2.66e-06,4.75e-07,0.04909,12820.58,4.763,0.85053,0.0879
1023,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2022,Bicycle,28.693,4.19,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2022,Walk,5.033,1.4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2023,Car,15.326,11.16,3,0.169469,0.00039935,5.0168e-05,2.24253,252015.18,593.8683,74.60419,3.3348
1026,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2023,Motorcycle,0.841,7.57,3,0.104607,0.00061152,7.4263e-05,1.49982,5787.92,33.8355,4.10899,0.083
1027,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2023,ElectricCar,12.889,12.36,3,0.008723,2.91e-06,7.94e-07,0.09048,12082.07,4.0306,1.09976,0.1253
1028,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2023,ElectricBike,18.085,6.04,3,0.00132,4.6e-07,1.23e-07,0.01287,1253.62,0.4369,0.11681,0.0122
1029,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2023,Bus,5.922,9.38,3,0.075858,0.00112558,9.8195e-05,1.09942,36633.85,543.5726,47.42098,0.5309
1030,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2023,Rail,11.626,13.51,3,0.006534,2.49e-06,4.5e-07,0.04997,8922.41,3.4002,0.61449,0.0682
1031,Copenhagen,Denmark,Europe,794000,Developed,High-renew,2023,Bicycle,30.494,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
